EVENT_TYPE,comment,EVENT_ID
RINGING,"XXX-XXX-XXXX	RNG",21043
NOT_CONTACTABLE,CM NUMBER SWITCH OFF,29463
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 30/11,11280
FOLLOW_UP,CL BACK TO CUSTOMER - AFTER 4:30 PM,12632
RINGING,RNG,23171
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,21373
RINGING,XXX-XXX-XXXX   RNG,29229
PAID,CM HAS MADE THE PYMT OF RS 9807 THROUGH AGENCY ON 17/01,24318
RINGING,CUSTOMER ALL NO RINGING,14968
PROMISE_TO_PAY,"PTP NEXT MONTH 29/1 . CM IS CHEATED SHE SAID , MY VEHICLE YOU GO BRING. I M NOT READY TO PAY.",18710
PROMISE_TO_PAY,CM SAID HE VISITED GOREGAON OFFICE AND GIVEN EMI,5883
CASH_PICK_UP,PIC - UP.,5459
NOT_CONTACTABLE,NC,17345
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,27322
FOLLOW_UP,CM HAS GIVEN PYMT TO AGENCY ON 22/01,25385
PAID,PAID,1181
PROMISE_TO_PAY,WILL PAY ON 21TH,15274
PAID,CM HAS MADE THE PYMT OF RS 3864 BY ONLINE ON 17/11,9291
RINGING,RNG,23221
NOT_CONTACTABLE,SWITCH OFF,18646
PAID,PAID,17276
PROMISE_TO_PAY,PTP BY ONLINE.,27177
PAID,CM GIVEN 1 EMI BY CASH,24774
FOLLOW_UP,CM HAS GIVEN AMT IN NOVEMBER MONTH..26/12,18589
RINGING,RINGING.,21094
PAID,CM HAS MADE THE PYMT OF RS 4743 THROUGH AGENCY ON 3/12,12601
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,25837
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,26302
CASH_PICK_UP,PIC-UP ON 13/12 AT RESY ADD,15303
RINGING,RNG,13908
PAID,CM HAS MADE THE PYMT OF RS 1955 THROUGH AGENCY ON 4/01,20639
NOT_CONTACTABLE,XXX-XXX-XXXX SWITCH OFF,16875
NOT_CONTACTABLE,OUT OFF SERVICE.,23010
RINGING,CM MOB NO SWITCH OFF,28318
NOT_CONTACTABLE,SWITCH OFF.,12683
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,14587
RINGING,RNG,24268
RINGING,REASSIGNED BY HARDIK KADAKIA,3107
PROMISE_TO_PAY,PTP 21/1,24855
RINGING,RNG,5950
CASH_PICK_UP,PIC-UP 8/2,28667
PROMISE_TO_PAY,PTP 24/11 AT RESY ADD.,8943
CASH_PICK_UP,"PIC-UP NEXT MONTH. 
VISITED AT CM RESIDENCE ADD. BUT CM IS NOT AVAILABLE. THIS ADD IS WRONG ADD.",16852
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,8247
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,29662
PAID,CM HAS MADE THE PYMT OF RS 2409 THROUGH AGENCY ON 15/12,16215
NOT_CONTACTABLE,NC,5550
PAID,CM HAS MADE THE PYMT OF RS 2254 THROUGH AGENCY ON 27/12,18976
RINGING,RNG.,15100
RINGING,CM MOB NO RINGING,23668
RINGING,RNG,10668
PROMISE_TO_PAY,PTP 2/2 BY ONLINE.,27780
FOLLOW_UP,CM SAID CALL BACK AFTER SOME TIME,4959
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,18619
PAID,CM HAS MADE THE PYMT OF RS 2387 THROUGH ONLINE ON 12/12,14886
PROMISE_TO_PAY,CM WILL DO PYMT ON 25/01,25953
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,25844
RINGING,RNG.,6506
PAID,CM WILL DO PYMT BY ONLINE ON 19/11,9451
PAID,CM GIVEN 1 EMI BY CASH,28007
PAID,PAID,17567
PAID,CASH DEPOSITED,15683
PROMISE_TO_PAY,WILL PAY ON 10TH,21374
FOLLOW_UP,CM SAID CBK AFTER SOME TIME..3/12,12585
PAID,REASSIGNED BY HARDIK KADAKIA,3020
NOT_CONTACTABLE,REASSIGNED BY HARDIK KADAKIA,4193
PAID,CM GIVEN BY CHQ,1358
NOT_CONTACTABLE,NC,22216
PROMISE_TO_PAY,PTP 27/10 BY ONLINE.,5367
PROMISE_TO_PAY,PTP 7/2,29202
PROMISE_TO_PAY,PTP 29/1 BY ONLINE.,26991
RINGING,RNG.,11530
NOT_CONTACTABLE,NC,24786
NOT_CONTACTABLE,WRONG NO.,15299
RINGING,RNG,26600
RINGING,RNG,16607
RINGING,RNG,27257
PAID,CM HAS MADE THE PYMT OF RS 5650 THROUGH ONLINE ON 9/10,2757
PAID,PAID,11433
PAID,CM HAS MADE THE PYMT OF RS 3591 THROUGH AGENCY ON 31/12,19831
NOT_CONTACTABLE,NC,27090
RINGING,RNG,23012
PROMISE_TO_PAY,PTP 19/11,9162
PROMISE_TO_PAY,WILL PAY ON 11TH,21378
PROMISE_TO_PAY,PTP 3/1,27169
PAID,PAID,17127
RINGING,"PENDING EMI PAID TO SUSHMA .(JUN, APRIL,)",27321
PROMISE_TO_PAY,PROMISE TO PAY ON 29 OCT 2018,5541
PAID,CM HAS MADE THE PYMT OF RS 2499 THROUGH AGENCY ON 23/01,25892
NOT_CONTACTABLE,CM  MOB NO IS BUSY,8194
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 2 JAN 2018,20044
PAID,CM GIVEN 1 EMI,2080
RINGING,RNG,26240
PAID,PAID,9215
PROMISE_TO_PAY,PTP 22/10/,3555
RINGING,"RNG FAMILY MEMBER	SANI	XXX-XXX-XXXX",22489
RINGING,CM NOT PICKUP PHONE,5582
PAID,CM PAY BY CASH,26669
PROMISE_TO_PAY,WILLL PAY ON 5TH,28608
RINGING,RNG,26915
PAID,CM GIVEN BY 1 EMI,1253
PROMISE_TO_PAY,PTP 20/11 BY ONLINE.,9632
PROMISE_TO_PAY,XXX-XXX-XXXX  CM WILL DO PYMT  BY ONLINE ON 08/02,29695
PROMISE_TO_PAY,CM GOING TO OUT OF MUMBAI .  CM COMING IN MUMBAI AFTER 4TH DAYS .SO LEFT MASSAGE WITH CM'S WIFE.,16824
FOLLOW_UP,STATEMENT CHECK & RPLY 4:30PM,12638
PAID,CM HAS MADE THE PYMT OF RS 2937 THROUGH ONLINE ON 02/01,20266
PAID,CM GIVEN 1 EMI BY CASH,22452
PROMISE_TO_PAY,PTP ON 14-12-18 BY ONLINE PAYMENT MODE,15078
NOT_CONTACTABLE,CUSTOMER NO IS INCORRECT NO,12494
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,25544
RINGING,RNG,26219
RINGING,CM MOB NO RINGING,13791
NOT_WILLING_TO_PAY,CUSTOMER HAS SEND THE BIKE TO HIS NATIVE ( UP ) AS PER COLLECTION AGENCY INFORMATION,6048
PROMISE_TO_PAY,PTP 15/12 BY ONLINE.,16172
PAID,CM HAS MADE THE PYMT OF RS 2087 THROUGH AGENCY ON 21/01,25304
PAID,CM GIVEN 1 EMI BY CASH,7306
RINGING,RNG,28518
NOT_CONTACTABLE,NC,21451
FOLLOW_UP,CM SAID CALL BACK ON FRIDAY,2946
RINGING,RNG.,11462
PAID,CM MAKE THE PAYMENT ONLINE,7097
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,17513
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,11039
CASH_PICK_UP,CM SAID SAID SEND THE EXECUTIVE AND COLLECT THE EMI,9921
RINGING,RINGING FOR REF. NO. ARBAJ SINGH.,22828
NOT_WILLING_TO_PAY,REASSIGNED BY HARDIK KADAKIA,15421
PROMISE_TO_PAY,PTP 29/11,11849
PROMISE_TO_PAY,PTP  26/11 AT DIRECTLY IN OFFICE.,9471
PAID,CM GIVEN 1 EMI BY ONLINE,5777
RINGING,RNG,23218
PROMISE_TO_PAY,WILL PAY ON 6TH,28484
NOT_WILLING_TO_PAY,VISITED AT CM RESY ADD BUT ADD IS INCORRECT.,3498
PAID,CM GIVEN 1 EMI BY CASH,9852
PROMISE_TO_PAY,PTP 13/12 BY ONLINE.,15079
RINGING,RINGING.,23831
PROMISE_TO_PAY,PTP 22/11 BY ONLINE.,9191
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT TOM,27996
PAID,CM GIVEN 2 EMI BY CASH,16655
RINGING,RINGING,7300
RINGING,RNG,7108
RINGING,RNG.,10828
PROMISE_TO_PAY,PTP ON 08-01-19,21046
RINGING,PAPER ISSUE//MR. MUSTAQ VISITED HERE CM SAID GIVE ME THE RC BOOK AFTER I WILL ALL PAYMENTS & HE SAID I AM 3500 PAID BY MR. SUNIL,14053
PAID,PAID,25314
RINGING,RNG,28228
PAID,CM HAS MADE THE PYMT OF RS 2717 THROUGH AGENCY ON 30/11,12188
PAID,PAID,1198
RINGING,RNG.,16234
PAID,LINK SEND,16400
NOT_CONTACTABLE,NC,6581
NOT_CONTACTABLE,NC,19356
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI IN 14/1/2019..,21176
PAID,CM GIVEN 2 EMI BY CASH,18396
RINGING,CM MOB NO RINGING,18664
PAID,CM GIVEN 1 EMI BY CASH,12423
PAID,CM HAS MADE THE PYMT OF RS 3803 THROUGH ONLINE ON 5/12,13478
RINGING,RNG.,14490
PROMISE_TO_PAY,TODAY VISIT,12142
RINGING,RINGING.,24610
RINGING,RNG,26044
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,5140
NOT_CONTACTABLE,XXX-XXX-XXXX CM MOB NO SWITCH OFF,27747
RINGING,RNG,11283
NOT_CONTACTABLE,CUSTOMER NO IS  WRONG NO THIS NUM IS SAHIL BHAI..,4548
RINGING,RNG,29097
PAID,PAID,4468
RINGING,RNG,3662
RINGING,RNG,28125
RINGING,RNG,29403
RINGING,RNG.,15768
FOLLOW_UP,CALL BACK AFTER SOME TIME .,4277
PROMISE_TO_PAY,RNG.,24291
RINGING,FIELD VISIT DONE.CUSTOMER IS NOT OF TOWN,28606
PAID,PAID ONE EMI ON 03-12-18 BY CASH PAYMENT,12903
CASH_PICK_UP,PIC-UP,9641
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,10777
NOT_CONTACTABLE,11-OCT-18 CM MOB NO RINGING .,2388
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,11009
PAID,CM GIVEN 1 EMI BY CASH,11925
PAID,PAID,18485
RINGING,RNG,26589
PROMISE_TO_PAY,PTP 23/11 BY ONLINE.,10719
PAID,CM GIVEN 1 EMI BY CASH,17705
RINGING,RNG,12791
RINGING,RNG.,5159
RINGING,RNG,26294
PAID,CM HAS MADE THE PYMT OF RS 1863 THROUGH AGENCY 4/12,12848
PROMISE_TO_PAY,CUSTOMER NOT TAKEN THE BIKE / DEALER PAYING THE EMI /  RM NIKHIL WIIL COLLECT THE EMI,8912
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 06/02,29108
PAID,CM GIVEN 1 EMI BY CASH,9608
PAID,PAID,14969
FOLLOW_UP,CALLED BACK.,8503
CASH_PICK_UP,11-OCT-18 CM SAID SEND THE EXECUTIVE TOM AND COLLECT THE EMI .,2430
CASH_PICK_UP,PIC-UP ON 29/12,19354
RINGING,RNG.,14139
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 15/12,15099
NOT_CONTACTABLE,MOBILE NO IS SWITCH OFF,4459
PAID,CASH DEPOSITED,15693
PAID,PAID,28972
PROMISE_TO_PAY,PTP ON 21ST SEPT 2018,1169
PAID,CM GIVEN 1 EMI BY CASH,17556
PROMISE_TO_PAY,PTP ON MONDAY,3675
CASH_PICK_UP,CL & PICKUP,17984
RINGING,RNG.,24130
PAID,CM GIVEN 1 EMI BY CASH .,12645
NOT_CONTACTABLE,SWT,5475
PROMISE_TO_PAY,PTP 23/11 BY ONLINE,10202
RINGING,RNG,23519
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,16579
RINGING,RNG,22965
NOT_CONTACTABLE,CUSTOMER  NO IS SWITCH OFF..,5809
PAID,18-SEP-18 CM MOB NO XXX-XXX-XXXX CM MAKE THE PAYMENT OF RS 4935 BY ONLINE .,1087
RINGING,RNG,16452
RINGING,RNG.,8622
RINGING,RNG.,10255
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 21/12,17538
PAID,PAID,25804
RINGING,RNG.,10431
RINGING,"RNG 	XXX-XXX-XXXX",17182
RINGING,RNG,27463
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,14870
PAID,CM GIVEN 1 EMI BY CASH,16297
RINGING,RNG.,6219
CASH_PICK_UP,PIC-UP ON 28/1,26673
CASH_PICK_UP,PIC-UP.,9420
PAID,CASH DEPOSITED,28259
PROMISE_TO_PAY,WILL PAY ON 31ST,26826
RINGING,RNG,13492
PROMISE_TO_PAY,PAY PAYMENT BY CASH ON  03 JAN 2019,19400
NOT_CONTACTABLE,NC,20529
RINGING,RNG,24702
RINGING,RINGING.,19964
RINGING,RNG.,9519
PAID,PAID,11326
PAID,CM HAS MADE THE PYMT OF RS 4636 BY ONLINE ON 3/12,12774
RINGING,RNG,16798
PAID,PAID,4564
RINGING,CM MOB NO IS RINGING,21406
CASH_PICK_UP,PIC-UP,27479
PAID,CM HAS MADE THE PYMT OF RS 2087 THROUGH AGENCY ON 21/01,25606
CASH_PICK_UP,ARRANGE EXECUTIVE AT RESI ADD ON 13/12,14805
PROMISE_TO_PAY,PTP 27/12/ BY ONLINE.,18334
PROMISE_TO_PAY,PTP 22/10 BY ONLINE,3372
RINGING,RNG,19154
PAID,CM GIVEN 1 EMI BY CASH,12458
PAID,PAID,19003
CASH_PICK_UP,ARRANGE EXECUTIVE AT OFFICE ADD ON 21/12,17604
PAID,CM GIVEN 4 EMI BY CASH,20405
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,21773
RINGING,RNG,10363
RINGING,RNG,23293
PROMISE_TO_PAY,VISIT TODAY FOR BIKE RECOVERED,15025
NOT_CONTACTABLE,SWT,26526
RINGING,RNG,17115
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,16285
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,21759
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON  19 NOV 2018,9289
CASH_PICK_UP,PIC-UP ON 26/12,18343
PAID,CM HAS MADE THE PYMT OF RS 3375 THROUGH AGENCY ON 10/12,14012
NOT_WILLING_TO_PAY,CM IS NOT RADY TO PAY. SHE SAID MY COMPLETE  IS ALL EMI PAID.,8953
PAID,CM HAS MADE THE PYMT OF RS 3270 THROUGH AGENCY ON 11/01,22802
PROMISE_TO_PAY,PTP 8/2,29796
RINGING,RINGING.,25094
RINGING,RNG,29415
RINGING,RNG.,15655
NOT_CONTACTABLE,NEW NO IS NOT REACHABLE..,5770
RINGING,RNG,29821
PAID,PAID BY CASH,19884
FOLLOW_UP,CALL BACK,5465
PAID,CM HAS MADE THE PYMT OF RS 2860 THROUGH ONLINE ON 29/12,19664
NOT_WILLING_TO_PAY,CUSTOMER SAYING MY VEHICLE IS THEFT /  R.C NUMBER NOT GET ALSO,12661
PAID,CM GIVEN 1 EMI BY CASH,19414
PROMISE_TO_PAY,PTP ON 28-12-18,17541
PAID,CM GIVEN 1 EMI  BY CASH,29938
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,19163
FOLLOW_UP,RINGING / CALL BACK,11737
FOLLOW_UP,XXX-XXX-XXXX REFF  NO..LM.. REFF NO PRROVIDE HIS WIFE'S NO XXX-XXX-XXXX (WIFE),11924
PAID,PAID,4822
PAID,PAID,8345
RINGING,RING,14327
RINGING,RINGING.,22328
PAID,PAID,2046
CASH_PICK_UP,ARRANGE EXECUTIVE BETWEEN 1 TO 3 PM..ON 22/12,17713
PAID,CM HAS MADE THE PYMT OF RS 5344 THROUGH AGENCY ON 9/01,21710
PAID,CM HAS MADE THE PYMT OF RS 3269 BY CASH DEPOSIT TO BANK ON 30/10,5705
RINGING,"REFERENCE	SUBODH SHINDE	XXX-XXX-XXXX -  SAID I HAVE NO CONTACT NO FOR SAGAR WAGH",20501
NOT_CONTACTABLE,RNG,19429
RINGING,RNG,21526
PROMISE_TO_PAY,WILL PAY ON 17TH,2695
PAID,PAID,4483
RINGING,RNG.,17351
PAID,PAID,19011
RINGING,RNG,29881
CASH_PICK_UP,PIC-UP ON 27/12,18691
PAID,CM GIVEN 1 EMI B Y CASH,12417
PAID,PAID,10441
PROMISE_TO_PAY,PTP,29172
RINGING,CUSTOMER  CALL NOT RECEIVE..,5813
PROMISE_TO_PAY,WILL PAY ON 27,11267
PAID,PAID,3532
PAID,PAID,15468
PAID,CASH,9216
NOT_CONTACTABLE,NC,2572
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI .XXX-XXX-XXXX,16941
PAID,PAID,21192
PAID,CM HAS MADE THE PYMT OF RS 9976 THROUGH AGENCY ON 16/01,23973
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,17512
PAID,CM HAS MADE THE PYMT OF RS 5877 THROUGH AGENCY ON 28/09,1615
RINGING,NOT RECEIVED CALL,9360
PAID,CM HAS MADE THE PYMT OF RS 3060 THROUGH AGENCY ON 19/12,16857
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,11475
PROMISE_TO_PAY,WILL PAY ON 19TH,8793
RINGING,RINGING,15900
NOT_CONTACTABLE,ASSIGNED TO AGENCY SAUMYA FINANCIAL SERVICES,13202
RINGING,CUSTOMER CALL NOT RECEIVE..,6122
NOT_CONTACTABLE,SWITCH OFF.,13212
NOT_CONTACTABLE,CM NUMBER NOT CONNECT,28923
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 22 NOV 2018,9688
RINGING,RNG.,8814
NOT_CONTACTABLE,NC,29235
CASH_PICK_UP,PIC-UP,18546
NOT_CONTACTABLE,RNG,26269
RINGING,RNG.,6639
CASH_PICK_UP,PIC-UP,26187
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,23008
RINGING,RNG,20617
NOT_CONTACTABLE,MOBILE NO IS INCORRECT,9814
PAID,CM MAKE THE PAYMENT BY ONLINE,18490
PAID,PAID CASH,9204
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,10886
NOT_WILLING_TO_PAY,PAPER NOT TRANSFER AND ORIGINAL PAPER ALSO NOT GET TO CUSTOMER ( C 2 C ) / THATS WHY CUSTOMER NOT  WILLING TO PAY EMI,5619
RINGING,RNG,26938
PROMISE_TO_PAY,PTP 24/11 AT RESY ADD.,10679
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 24/10,4353
NOT_CONTACTABLE,NC,6059
RINGING,RNG,26263
PROMISE_TO_PAY,WILL PAY ON 1ST,17660
RINGING,SWITCHED OFF,17500
FOLLOW_UP,ASSIGNED TO AGENCY AG ENTERPRISES,14719
PAID,REASSIGNED BY HARDIK KADAKIA,3056
PAID,CM GIVEN 2 EMI BY CASH,28091
RINGING,RNG,23418
CASH_PICK_UP,ARRANGE EXECUTIVE AT PANVEL ON 29/11 (1 EMI),11858
NOT_CONTACTABLE,SWITCH OFF,22713
RINGING,LEFT MASSAGE FOR CM'S BROTHER,20116
RINGING,RNG,14542
PAID,CM HAS MADE THE PYMT OF RS 3154 THROUGH AGENCY ON 06/02,29189
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,22375
FOLLOW_UP,CM WILL DO PYMT BY 20/01,24356
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,11673
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8122
PAID,PAID ONLINE,20867
RINGING,CM MOB NO RINGING,14641
RINGING,RNG,25552
PROMISE_TO_PAY,CUSTOMER PAY TO 15/12 BUT CM BROKE PTP AND VISIT TO CUS ADDRESS HE SAY I PAY O 20/12 AND VEHICLE NOT AVAILABLE IN HOME..CUS HIDE TO VEHICLE IN OTHER PLACE..TRY TO VEHICLE REPO WITH IN 3 DAYS..,16420
NOT_CONTACTABLE,CM MOB NO  NOT REACHABLE,7586
PAID,LINK SENT,20117
PAID,CM GIVEN 1 EMI BY CASH,21160
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLL THE EMI,10832
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,22358
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 2 NOV 2018,6159
PROMISE_TO_PAY,WILL PAY ON 22,17357
FOLLOW_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,14930
PAID,CM GIVEN 1 EMI BY CASH,6544
RINGING,RNG,23054
RINGING,CM MOB NO RINGING,14631
PAID,CM MAKE THE ONLINE PAYMENT,9881
RINGING,RNG,6001
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,22373
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,7581
PAID,CM HAS MADE THE PYMT OF RS 2907 THROUGH CH ON 12/11,9836
FOLLOW_UP,"CALL BACK BCOZ CUSTOMER CHEQUE DEPOSITED ,  STATUS NOT COME BY BANK",10613
PAID,CM GIVEN 1 EMI,2036
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,10848
NOT_CONTACTABLE,CM MOB NO NOTREACHABLE,4821
NOT_CONTACTABLE,CM NUM IS NOT REACHABLE.. CONTACT TO REFERENCE KISHOR BHAI  HE SAY DIVYA BEN GO TO VILLAGE AND VEHICLE NOT AVAILABLE IN HIS HOME AND KISHOR BHAI HE COME TO HOME AND CALL BACK LATER..,27482
PAID,CM GIVEN 1 EMI BY CASH,23414
RINGING,RNG,28235
PAID,CM GIVEN 1 EMI,1287
RINGING,RNG,19164
PROMISE_TO_PAY,ASSIGNED TO AGENCY ADITYA ENTERPRISE,4745
NOT_CONTACTABLE,NC,7912
PROMISE_TO_PAY,CM IS COMMING IN DIRECTLY OFFICE.,3647
RINGING,RINGING,2643
NOT_CONTACTABLE,OUT OFF SERVICE.,15705
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,10593
RINGING,RNG,26934
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI 18/11/2018..,9298
PAID,CM GIVEN 1 EMI,1699
PAID,CM GIVEN 1 EMI BY CASH,20715
CASH_PICK_UP,ARRANGE EXECUTIVE AT HIS RESIDENT ADD ON 1/11 (CONTACT ON DIS NO XXX-XXX-XXXX),5913
PROMISE_TO_PAY,WILL PAY ON 7TH,28586
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,23841
PAID,PAYMENT LINK SENDED,29407
RINGING,RNG.,15749
RINGING,RNG,6777
PAID,PAID,27842
NOT_CONTACTABLE,CM NUMBER NOT CONNECT,29456
PROMISE_TO_PAY,PTP 10/1 BY ONLINE.,21786
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,20627
PAID,CM HAS MADE THE PYMT OF RS 3375 THROUGH AGENCY ON 10/12,14016
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT,22746
PAID,CM PAY  BY ONLINE,28370
PROMISE_TO_PAY,CM MAKE THE PAYMENT TOM,14588
RINGING,RNG,23077
RINGING,CUSTOMER CALL NOT RECEIVE..AND WE HAVE VISIT TO CM ADDRESS BUT CUSTOMER NOT MEET AT HOME..AGAIN VISIT TO CM ADDRESS..,18364
NOT_CONTACTABLE,NC,10661
NOT_CONTACTABLE,NOT IN SERVICE.,9515
PAID,PAID,18141
CASH_PICK_UP,PIC-UP ON 15/1,23424
RINGING,CONTINUE RINGING.,18050
PAID,PAID,4366
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,11141
RINGING,RNG,28082
PAID,CM HAS MADE THE PYMT OF RS 3171 THROUGH ONLINE ON 16/11,9027
NOT_CONTACTABLE,NOT CONTACK,17683
PAID,CM HAS MADE THE PYMT OF RS 3372 TTHROUGH AGENCY ON 11/01,22779
PAID,CM GIVEN 1 EMI BY CASH,24152
PAID,CM GIVEN BY 1 EMI,1257
CASH_PICK_UP,PIC-UP ON 28/1,26348
FOLLOW_UP,CM SAID CALL BACK AFTER SOME TIME,26074
NOT_WILLING_TO_PAY,GIVEN THIS CASE TO AGENCY FOR REPO,4727
PROMISE_TO_PAY,WILL PAY ON 14TH,22691
RINGING,RNG.,12612
NOT_CONTACTABLE,CUSTOMER NO IS NOT REACHABLE..,9014
NOT_CONTACTABLE,THIS NO IS NOT AVAILABLE.,12826
PROMISE_TO_PAY,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI .,23913
RINGING,RNG,19796
PROMISE_TO_PAY,WILL PAY ON 18TH,2625
PAID,PAID,2249
PROMISE_TO_PAY,PTP,15282
NOT_CONTACTABLE,NC,16158
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,14485
RINGING,RNG,12296
FOLLOW_UP,XXX-XXX-XXXX CM'S SON WILL CONFIRM AFTER SOME TIME..14/12,15577
CASH_PICK_UP,PIC-UP 26/12,18242
NOT_CONTACTABLE,SWITCH OFF.,28362
CASH_PICK_UP,PIC-UP ON 18/12,15589
PAID,CM HAS MADE THE PYMT OF RS 2271 THROUGH AGENCY ON 27/12,18978
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI IN 31/11/2018..,5802
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,14844
PAID,CM HAS MADE THE PYMT OF RS 1778 THROUGH AGENCY ON 21/01,25615
PROMISE_TO_PAY,PTP 16/1 BY ONLINE.,23360
PROMISE_TO_PAY,CM SAID MAKE EMI IN 2 DAYS,28976
CASH_PICK_UP,PIC-UP ON 31/1,27562
PAID,CM HAS MADE THE PYMT OF RS 13142 THROUGH AGENCY ON 17/12,16191
PROMISE_TO_PAY,WILL PAY ON 13TH,7290
RINGING,RNG,10503
PROMISE_TO_PAY,PTP 16/1 BY ONLINE.,23659
FOLLOW_UP,CM SAID CALL BACK AFTER SOME TIME,26845
RINGING,RNG,29157
RINGING,RNG,20128
RINGING,RNG,5869
PAID,CM SAID HE MAKE THE PAYMENT BY ONLINE,18709
RINGING,NOT RECEIVED CALL,9125
PROMISE_TO_PAY,CM SAID SEND THE EXECUTIVE AND COLL THE EMI 29 FIRST CALL AND CONFIRM,4816
CASH_PICK_UP,PIC-UP,9425
RINGING,RNG,26255
RINGING,RNG.,8716
RINGING,RNG,16448
NOT_CONTACTABLE,XXX-XXX-XXXX NC,11926
PROMISE_TO_PAY,ASSIGNED TO AGENCY ADITYA ENTERPRISE,17752
RINGING,CM MOB NO RINGING,14101
NOT_CONTACTABLE,SWT,11986
NOT_CONTACTABLE,CM NUMBER NOT CONNECT,29917
RINGING,RNG.,4796
PAID,CM HAS MADE THE PYMT OF RS 4148 THROUGH AGENCY ON 23/10,4137
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI .,14063
NOT_CONTACTABLE,SWITCH OFF,17523
RINGING,RNG,21642
RINGING,RNG,25930
PAID,PAID BY CASH ON 23 OCT 2018,4320
CASH_PICK_UP,PIC-UP.,8292
RINGING,RNG,28838
RINGING,"RNG 	XXX-XXX-XXXX",28873
PAID,CM GIVEN 1 EMI BY CASH,24889
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,14965
CASH_PICK_UP,PIC-PN.,5310
CASH_PICK_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,21276
PROMISE_TO_PAY,PTP 6/12 BY ONLINE,13584
RINGING,RNG,5201
RINGING,RINGING.,24656
PAID,CM GIVEN 1 EMI BY CASH,23412
RINGING,RNG,24046
RINGING,RNG.,5325
